ID,IV1,IV2,IV3,IV4,Participante
28,Spam,Alta,Text,QL,17
23,VIH,Baja,Pict,QL,17
17,Botellas,Alta,Pict,QL,17
30,Cancer,Baja,Text,QL,17
14,Cancer,Baja,Text,QT,18
12,Spam,Alta,Text,QT,18
3,VIH,Alta,Pict,QT,18
5,Botellas,Baja,Pict,QT,18
26,Cancer,Alta,Text,QL,19
23,VIH,Baja,Pict,QL,19
20,Spam,Alta,Pict,QL,19
29,Botellas,Baja,Text,QL,19
4,Spam,Alta,Pict,QT,20
10,Cancer,Alta,Text,QT,20
13,Botellas,Baja,Text,QT,20
7,VIH,Baja,Pict,QT,20
28,Spam,Alta,Text,QL,21
21,Botellas,Baja,Pict,QL,21
30,Cancer,Baja,Text,QL,21
19,VIH,Alta,Pict,QL,21
14,Cancer,Baja,Text,QT,22
7,VIH,Baja,Pict,QT,22
4,Spam,Alta,Pict,QT,22
9,Botellas,Alta,Text,QT,22
20,Spam,Alta,Pict,QL,23
29,Botellas,Baja,Text,QL,23
22,Cancer,Baja,Pict,QL,23
27,VIH,Alta,Text,QL,23
3,VIH,Alta,Pict,QT,24
12,Spam,Alta,Text,QT,24
13,Botellas,Baja,Text,QT,24
6,Cancer,Baja,Pict,QT,24
22,Cancer,Baja,Pict,QL,25
25,Botellas,Alta,Text,QL,25
20,Spam,Alta,Pict,QL,25
31,VIH,Baja,Text,QL,25
8,Spam,Baja,Pict,QT,26
15,VIH,Baja,Text,QT,26
9,Botellas,Alta,Text,QT,26
2,Cancer,Alta,Pict,QT,26
28,Spam,Alta,Text,QL,27
31,VIH,Baja,Text,QL,27
21,Botellas,Baja,Pict,QL,27
18,Cancer,Alta,Pict,QL,27
1,Botellas,Alta,Pict,QT,28
15,VIH,Baja,Text,QT,28
6,Cancer,Baja,Pict,QT,28
12,Spam,Alta,Text,QT,28
25,Botellas,Alta,Text,QL,29
19,VIH,Alta,Pict,QL,29
22,Cancer,Baja,Pict,QL,29
32,Spam,Baja,Text,QL,29
11,VIH,Alta,Text,QT,30
8,Spam,Baja,Pict,QT,30
2,Cancer,Alta,Pict,QT,30
13,Botellas,Baja,Text,QT,30
24,Spam,Baja,Pict,QL,31
29,Botellas,Baja,Text,QL,31
18,Cancer,Alta,Pict,QL,31
27,VIH,Alta,Text,QL,31
4,Spam,Alta,Pict,QT,32
10,Cancer,Alta,Text,QT,32
13,Botellas,Baja,Text,QT,32
7,VIH,Baja,Pict,QT,32
19,VIH,Alta,Pict,QL,33
25,Botellas,Alta,Text,QL,33
30,Cancer,Baja,Text,QL,33
24,Spam,Baja,Pict,QL,33
11,VIH,Alta,Text,QT,34
1,Botellas,Alta,Pict,QT,34
6,Cancer,Baja,Pict,QT,34
16,Spam,Baja,Text,QT,34
25,Botellas,Alta,Text,QL,35
24,Spam,Baja,Pict,QL,35
18,Cancer,Alta,Pict,QL,35
31,VIH,Baja,Text,QL,35
4,Spam,Alta,Pict,QT,36
14,Cancer,Baja,Text,QT,36
7,VIH,Baja,Pict,QT,36
9,Botellas,Alta,Text,QT,36
31,VIH,Baja,Text,QL,37
28,Spam,Alta,Text,QL,37
17,Botellas,Alta,Pict,QL,37
22,Cancer,Baja,Pict,QL,37
11,VIH,Alta,Text,QT,38
13,Botellas,Baja,Text,QT,38
2,Cancer,Alta,Pict,QT,38
8,Spam,Baja,Pict,QT,38
18,Cancer,Alta,Pict,QL,39
29,Botellas,Baja,Text,QL,39
24,Spam,Baja,Pict,QL,39
27,VIH,Alta,Text,QL,39
4,Spam,Alta,Pict,QT,40
11,VIH,Alta,Text,QT,40
6,Cancer,Baja,Pict,QT,40
13,Botellas,Baja,Text,QT,40
20,Spam,Alta,Pict,QL,41
22,Cancer,Baja,Pict,QL,41
31,VIH,Baja,Text,QL,41
25,Botellas,Alta,Text,QL,41
9,Botellas,Alta,Text,QT,42
4,Spam,Alta,Pict,QT,42
7,VIH,Baja,Pict,QT,42
14,Cancer,Baja,Text,QT,42
25,Botellas,Alta,Text,QL,43
24,Spam,Baja,Pict,QL,43
19,VIH,Alta,Pict,QL,43
30,Cancer,Baja,Text,QL,43
1,Botellas,Alta,Pict,QT,44
16,Spam,Baja,Text,QT,44
6,Cancer,Baja,Pict,QT,44
11,VIH,Alta,Text,QT,44
19,VIH,Alta,Pict,QL,45
28,Spam,Alta,Text,QL,45
29,Botellas,Baja,Text,QL,45
22,Cancer,Baja,Pict,QL,45
9,Botellas,Alta,Text,QT,46
15,VIH,Baja,Text,QT,46
8,Spam,Baja,Pict,QT,46
2,Cancer,Alta,Pict,QT,46
24,Spam,Baja,Pict,QL,47
31,VIH,Baja,Text,QL,47
18,Cancer,Alta,Pict,QL,47
25,Botellas,Alta,Text,QL,47
4,Spam,Alta,Pict,QT,48
9,Botellas,Alta,Text,QT,48
6,Cancer,Baja,Pict,QT,48
15,VIH,Baja,Text,QT,48
30,Cancer,Baja,Text,QL,49
20,Spam,Alta,Pict,QL,49
25,Botellas,Alta,Text,QL,49
23,VIH,Baja,Pict,QL,49
1,Botellas,Alta,Pict,QT,50
15,VIH,Baja,Text,QT,50
8,Spam,Baja,Pict,QT,50
10,Cancer,Alta,Text,QT,50
21,Botellas,Baja,Pict,QL,51
26,Cancer,Alta,Text,QL,51
31,VIH,Baja,Text,QL,51
20,Spam,Alta,Pict,QL,51
4,Spam,Alta,Pict,QT,52
13,Botellas,Baja,Text,QT,52
6,Cancer,Baja,Pict,QT,52
11,VIH,Alta,Text,QT,52
21,Botellas,Baja,Pict,QL,53
30,Cancer,Baja,Text,QL,53
20,Spam,Alta,Pict,QL,53
27,VIH,Alta,Text,QL,53
14,Cancer,Baja,Text,QT,54
11,VIH,Alta,Text,QT,54
1,Botellas,Alta,Pict,QT,54
8,Spam,Baja,Pict,QT,54
31,VIH,Baja,Text,QL,55
24,Spam,Baja,Pict,QL,55
18,Cancer,Alta,Pict,QL,55
25,Botellas,Alta,Text,QL,55
4,Spam,Alta,Pict,QT,56
13,Botellas,Baja,Text,QT,56
11,VIH,Alta,Text,QT,56
6,Cancer,Baja,Pict,QT,56
21,Botellas,Baja,Pict,QL,57
30,Cancer,Baja,Text,QL,57
27,VIH,Alta,Text,QL,57
20,Spam,Alta,Pict,QL,57
10,Cancer,Alta,Text,QT,58
1,Botellas,Alta,Pict,QT,58
7,VIH,Baja,Pict,QT,58
16,Spam,Baja,Text,QT,58
31,VIH,Baja,Text,QL,59
26,Cancer,Alta,Text,QL,59
17,Botellas,Alta,Pict,QL,59
24,Spam,Baja,Pict,QL,59
4,Spam,Alta,Pict,QT,60
15,VIH,Baja,Text,QT,60
10,Cancer,Alta,Text,QT,60
5,Botellas,Baja,Pict,QT,60
29,Botellas,Baja,Text,QL,61
18,Cancer,Alta,Pict,QL,61
23,VIH,Baja,Pict,QL,61
28,Spam,Alta,Text,QL,61
2,Cancer,Alta,Pict,QT,62
5,Botellas,Baja,Pict,QT,62
15,VIH,Baja,Text,QT,62
12,Spam,Alta,Text,QT,62
22,Cancer,Baja,Pict,QL,63
20,Spam,Alta,Pict,QL,63
25,Botellas,Alta,Text,QL,63
31,VIH,Baja,Text,QL,63
4,Spam,Alta,Pict,QT,64
14,Cancer,Baja,Text,QT,64
7,VIH,Baja,Pict,QT,64
9,Botellas,Alta,Text,QT,64
29,Botellas,Baja,Text,QL,65
18,Cancer,Alta,Pict,QL,65
28,Spam,Alta,Text,QL,65
23,VIH,Baja,Pict,QL,65
13,Botellas,Baja,Text,QT,66
10,Cancer,Alta,Text,QT,66
4,Spam,Alta,Pict,QT,66
7,VIH,Baja,Pict,QT,66
19,VIH,Alta,Pict,QL,67
28,Spam,Alta,Text,QL,67
30,Cancer,Baja,Text,QL,67
21,Botellas,Baja,Pict,QL,67
3,VIH,Alta,Pict,QT,68
12,Spam,Alta,Text,QT,68
13,Botellas,Baja,Text,QT,68
6,Cancer,Baja,Pict,QT,68
24,Spam,Baja,Pict,QL,69
18,Cancer,Alta,Pict,QL,69
25,Botellas,Alta,Text,QL,69
31,VIH,Baja,Text,QL,69
1,Botellas,Alta,Pict,QT,70
14,Cancer,Baja,Text,QT,70
11,VIH,Alta,Text,QT,70
8,Spam,Baja,Pict,QT,70
27,VIH,Alta,Text,QL,71
24,Spam,Baja,Pict,QL,71
30,Cancer,Baja,Text,QL,71
17,Botellas,Alta,Pict,QL,71
4,Spam,Alta,Pict,QT,72
6,Cancer,Baja,Pict,QT,72
15,VIH,Baja,Text,QT,72
9,Botellas,Alta,Text,QT,72
25,Botellas,Alta,Text,QL,73
31,VIH,Baja,Text,QL,73
20,Spam,Alta,Pict,QL,73
22,Cancer,Baja,Pict,QL,73
1,Botellas,Alta,Pict,QT,74
8,Spam,Baja,Pict,QT,74
15,VIH,Baja,Text,QT,74
10,Cancer,Alta,Text,QT,74
19,VIH,Alta,Pict,QL,75
21,Botellas,Baja,Pict,QL,75
30,Cancer,Baja,Text,QL,75
28,Spam,Alta,Text,QL,75
4,Spam,Alta,Pict,QT,76
6,Cancer,Baja,Pict,QT,76
13,Botellas,Baja,Text,QT,76
11,VIH,Alta,Text,QT,76
27,VIH,Alta,Text,QL,77
17,Botellas,Alta,Pict,QL,77
32,Spam,Baja,Text,QL,77
22,Cancer,Baja,Pict,QL,77
16,Spam,Baja,Text,QT,78
1,Botellas,Alta,Pict,QT,78
6,Cancer,Baja,Pict,QT,78
11,VIH,Alta,Text,QT,78
30,Cancer,Baja,Text,QL,79
28,Spam,Alta,Text,QL,79
19,VIH,Alta,Pict,QL,79
21,Botellas,Baja,Pict,QL,79
3,VIH,Alta,Pict,QT,80
6,Cancer,Baja,Pict,QT,80
12,Spam,Alta,Text,QT,80
13,Botellas,Baja,Text,QT,80
22,Cancer,Baja,Pict,QL,81
31,VIH,Baja,Text,QL,81
25,Botellas,Alta,Text,QL,81
20,Spam,Alta,Pict,QL,81
7,VIH,Baja,Pict,QT,82
16,Spam,Baja,Text,QT,82
9,Botellas,Alta,Text,QT,82
2,Cancer,Alta,Pict,QT,82
28,Spam,Alta,Text,QL,83
23,VIH,Baja,Pict,QL,83
18,Cancer,Alta,Pict,QL,83
29,Botellas,Baja,Text,QL,83
4,Spam,Alta,Pict,QT,84
9,Botellas,Alta,Text,QT,84
15,VIH,Baja,Text,QT,84
6,Cancer,Baja,Pict,QT,84
32,Spam,Baja,Text,QL,85
22,Cancer,Baja,Pict,QL,85
25,Botellas,Alta,Text,QL,85
19,VIH,Alta,Pict,QL,85
7,VIH,Baja,Pict,QT,86
14,Cancer,Baja,Text,QT,86
12,Spam,Alta,Text,QT,86
1,Botellas,Alta,Pict,QT,86
23,VIH,Baja,Pict,QL,87
25,Botellas,Alta,Text,QL,87
30,Cancer,Baja,Text,QL,87
20,Spam,Alta,Pict,QL,87
3,VIH,Alta,Pict,QT,88
16,Spam,Baja,Text,QT,88
9,Botellas,Alta,Text,QT,88
6,Cancer,Baja,Pict,QT,88
17,Botellas,Alta,Pict,QL,89
24,Spam,Baja,Pict,QL,89
27,VIH,Alta,Text,QL,89
30,Cancer,Baja,Text,QL,89
14,Cancer,Baja,Text,QT,90
3,VIH,Alta,Pict,QT,90
5,Botellas,Baja,Pict,QT,90
12,Spam,Alta,Text,QT,90
29,Botellas,Baja,Text,QL,91
20,Spam,Alta,Pict,QL,91
27,VIH,Alta,Text,QL,91
22,Cancer,Baja,Pict,QL,91
4,Spam,Alta,Pict,QT,92
7,VIH,Baja,Pict,QT,92
10,Cancer,Alta,Text,QT,92
13,Botellas,Baja,Text,QT,92
31,VIH,Baja,Text,QL,93
18,Cancer,Alta,Pict,QL,93
28,Spam,Alta,Text,QL,93
21,Botellas,Baja,Pict,QL,93
11,VIH,Alta,Text,QT,94
1,Botellas,Alta,Pict,QT,94
8,Spam,Baja,Pict,QT,94
14,Cancer,Baja,Text,QT,94
30,Cancer,Baja,Text,QL,95
27,VIH,Alta,Text,QL,95
20,Spam,Alta,Pict,QL,95
21,Botellas,Baja,Pict,QL,95
4,Spam,Alta,Pict,QT,96
6,Cancer,Baja,Pict,QT,96
13,Botellas,Baja,Text,QT,96
11,VIH,Alta,Text,QT,96
18,Cancer,Alta,Pict,QL,97
31,VIH,Baja,Text,QL,97
25,Botellas,Alta,Text,QL,97
24,Spam,Baja,Pict,QL,97
15,VIH,Baja,Text,QT,98
6,Cancer,Baja,Pict,QT,98
9,Botellas,Alta,Text,QT,98
4,Spam,Alta,Pict,QT,98
23,VIH,Baja,Pict,QL,99
29,Botellas,Baja,Text,QL,99
20,Spam,Alta,Pict,QL,99
26,Cancer,Alta,Text,QL,99
2,Cancer,Alta,Pict,QT,100
5,Botellas,Baja,Pict,QT,100
15,VIH,Baja,Text,QT,100
12,Spam,Alta,Text,QT,100
22,Cancer,Baja,Pict,QL,101
19,VIH,Alta,Pict,QL,101
28,Spam,Alta,Text,QL,101
29,Botellas,Baja,Text,QL,101
13,Botellas,Baja,Text,QT,102
7,VIH,Baja,Pict,QT,102
12,Spam,Alta,Text,QT,102
2,Cancer,Alta,Pict,QT,102
24,Spam,Baja,Pict,QL,103
31,VIH,Baja,Text,QL,103
26,Cancer,Alta,Text,QL,103
17,Botellas,Alta,Pict,QL,103
4,Spam,Alta,Pict,QT,104
10,Cancer,Alta,Text,QT,104
15,VIH,Baja,Text,QT,104
5,Botellas,Baja,Pict,QT,104
21,Botellas,Baja,Pict,QL,105
18,Cancer,Alta,Pict,QL,105
31,VIH,Baja,Text,QL,105
28,Spam,Alta,Text,QL,105
11,VIH,Alta,Text,QT,106
16,Spam,Baja,Text,QT,106
2,Cancer,Alta,Pict,QT,106
5,Botellas,Baja,Pict,QT,106
27,VIH,Alta,Text,QL,107
20,Spam,Alta,Pict,QL,107
22,Cancer,Baja,Pict,QL,107
29,Botellas,Baja,Text,QL,107
4,Spam,Alta,Pict,QT,108
7,VIH,Baja,Pict,QT,108
14,Cancer,Baja,Text,QT,108
9,Botellas,Alta,Text,QT,108
29,Botellas,Baja,Text,QL,109
19,VIH,Alta,Pict,QL,109
22,Cancer,Baja,Pict,QL,109
28,Spam,Alta,Text,QL,109
11,VIH,Alta,Text,QT,110
4,Spam,Alta,Pict,QT,110
14,Cancer,Baja,Text,QT,110
5,Botellas,Baja,Pict,QT,110
22,Cancer,Baja,Pict,QL,111
17,Botellas,Alta,Pict,QL,111
28,Spam,Alta,Text,QL,111
31,VIH,Baja,Text,QL,111
2,Cancer,Alta,Pict,QT,112
8,Spam,Baja,Pict,QT,112
11,VIH,Alta,Text,QT,112
13,Botellas,Baja,Text,QT,112
21,Botellas,Baja,Pict,QL,113
32,Spam,Baja,Text,QL,113
26,Cancer,Alta,Text,QL,113
19,VIH,Alta,Pict,QL,113
12,Spam,Alta,Text,QT,114
15,VIH,Baja,Text,QT,114
2,Cancer,Alta,Pict,QT,114
5,Botellas,Baja,Pict,QT,114
28,Spam,Alta,Text,QL,115
18,Cancer,Alta,Pict,QL,115
23,VIH,Baja,Pict,QL,115
29,Botellas,Baja,Text,QL,115
3,VIH,Alta,Pict,QT,116
16,Spam,Baja,Text,QT,116
5,Botellas,Baja,Pict,QT,116
10,Cancer,Alta,Text,QT,116
24,Spam,Baja,Pict,QL,117
17,Botellas,Alta,Pict,QL,117
26,Cancer,Alta,Text,QL,117
31,VIH,Baja,Text,QL,117
7,VIH,Baja,Pict,QT,118
1,Botellas,Alta,Pict,QT,118
16,Spam,Baja,Text,QT,118
10,Cancer,Alta,Text,QT,118
28,Spam,Alta,Text,QL,119
19,VIH,Alta,Pict,QL,119
21,Botellas,Baja,Pict,QL,119
30,Cancer,Baja,Text,QL,119
4,Spam,Alta,Pict,QT,120
5,Botellas,Baja,Pict,QT,120
14,Cancer,Baja,Text,QT,120
11,VIH,Alta,Text,QT,120
31,VIH,Baja,Text,QL,121
24,Spam,Baja,Pict,QL,121
17,Botellas,Alta,Pict,QL,121
26,Cancer,Alta,Text,QL,121
7,VIH,Baja,Pict,QT,122
12,Spam,Alta,Text,QT,122
1,Botellas,Alta,Pict,QT,122
14,Cancer,Baja,Text,QT,122
27,VIH,Alta,Text,QL,123
30,Cancer,Baja,Text,QL,123
24,Spam,Baja,Pict,QL,123
17,Botellas,Alta,Pict,QL,123
4,Spam,Alta,Pict,QT,124
7,VIH,Baja,Pict,QT,124
14,Cancer,Baja,Text,QT,124
9,Botellas,Alta,Text,QT,124
23,VIH,Baja,Pict,QL,125
32,Spam,Baja,Text,QL,125
26,Cancer,Alta,Text,QL,125
17,Botellas,Alta,Pict,QL,125
16,Spam,Baja,Text,QT,126
10,Cancer,Alta,Text,QT,126
5,Botellas,Baja,Pict,QT,126
3,VIH,Alta,Pict,QT,126
29,Botellas,Baja,Text,QL,127
23,VIH,Baja,Pict,QL,127
28,Spam,Alta,Text,QL,127
18,Cancer,Alta,Pict,QL,127
2,Cancer,Alta,Pict,QT,128
11,VIH,Alta,Text,QT,128
13,Botellas,Baja,Text,QT,128
8,Spam,Baja,Pict,QT,128
20,Spam,Alta,Pict,QL,129
31,VIH,Baja,Text,QL,129
21,Botellas,Baja,Pict,QL,129
26,Cancer,Alta,Text,QL,129
15,VIH,Baja,Text,QT,130
9,Botellas,Alta,Text,QT,130
4,Spam,Alta,Pict,QT,130
6,Cancer,Baja,Pict,QT,130
19,VIH,Alta,Pict,QL,131
29,Botellas,Baja,Text,QL,131
28,Spam,Alta,Text,QL,131
22,Cancer,Baja,Pict,QL,131
2,Cancer,Alta,Pict,QT,132
7,VIH,Baja,Pict,QT,132
16,Spam,Baja,Text,QT,132
9,Botellas,Alta,Text,QT,132
19,VIH,Alta,Pict,QL,133
32,Spam,Baja,Text,QL,133
22,Cancer,Baja,Pict,QL,133
25,Botellas,Alta,Text,QL,133
12,Spam,Alta,Text,QT,134
15,VIH,Baja,Text,QT,134
5,Botellas,Baja,Pict,QT,134
2,Cancer,Alta,Pict,QT,134
27,VIH,Alta,Text,QL,135
29,Botellas,Baja,Text,QL,135
18,Cancer,Alta,Pict,QL,135
24,Spam,Baja,Pict,QL,135
3,VIH,Alta,Pict,QT,136
8,Spam,Baja,Pict,QT,136
9,Botellas,Alta,Text,QT,136
14,Cancer,Baja,Text,QT,136
17,Botellas,Alta,Pict,QL,137
31,VIH,Baja,Text,QL,137
24,Spam,Baja,Pict,QL,137
26,Cancer,Alta,Text,QL,137
11,VIH,Alta,Text,QT,138
14,Cancer,Baja,Text,QT,138
4,Spam,Alta,Pict,QT,138
5,Botellas,Baja,Pict,QT,138
29,Botellas,Baja,Text,QL,139
26,Cancer,Alta,Text,QL,139
20,Spam,Alta,Pict,QL,139
23,VIH,Baja,Pict,QL,139
2,Cancer,Alta,Pict,QT,140
9,Botellas,Alta,Text,QT,140
15,VIH,Baja,Text,QT,140
8,Spam,Baja,Pict,QT,140
18,Cancer,Alta,Pict,QL,141
27,VIH,Alta,Text,QL,141
29,Botellas,Baja,Text,QL,141
24,Spam,Baja,Pict,QL,141
10,Cancer,Alta,Text,QT,142
4,Spam,Alta,Pict,QT,142
13,Botellas,Baja,Text,QT,142
7,VIH,Baja,Pict,QT,142
31,VIH,Baja,Text,QL,143
21,Botellas,Baja,Pict,QL,143
26,Cancer,Alta,Text,QL,143
20,Spam,Alta,Pict,QL,143
2,Cancer,Alta,Pict,QT,144
11,VIH,Alta,Text,QT,144
8,Spam,Baja,Pict,QT,144
13,Botellas,Baja,Text,QT,144
25,Botellas,Alta,Text,QL,145
30,Cancer,Baja,Text,QL,145
23,VIH,Baja,Pict,QL,145
20,Spam,Alta,Pict,QL,145
10,Cancer,Alta,Text,QT,146
3,VIH,Alta,Pict,QT,146
16,Spam,Baja,Text,QT,146
5,Botellas,Baja,Pict,QT,146
22,Cancer,Baja,Pict,QL,147
27,VIH,Alta,Text,QL,147
29,Botellas,Baja,Text,QL,147
20,Spam,Alta,Pict,QL,147
4,Spam,Alta,Pict,QT,148
7,VIH,Baja,Pict,QT,148
13,Botellas,Baja,Text,QT,148
10,Cancer,Alta,Text,QT,148
29,Botellas,Baja,Text,QL,149
23,VIH,Baja,Pict,QL,149
20,Spam,Alta,Pict,QL,149
26,Cancer,Alta,Text,QL,149
12,Spam,Alta,Text,QT,150
2,Cancer,Alta,Pict,QT,150
7,VIH,Baja,Pict,QT,150
13,Botellas,Baja,Text,QT,150
29,Botellas,Baja,Text,QL,151
19,VIH,Alta,Pict,QL,151
24,Spam,Baja,Pict,QL,151
26,Cancer,Alta,Text,QL,151
3,VIH,Alta,Pict,QT,152
10,Cancer,Alta,Text,QT,152
16,Spam,Baja,Text,QT,152
5,Botellas,Baja,Pict,QT,152
19,VIH,Alta,Pict,QL,153
32,Spam,Baja,Text,QL,153
22,Cancer,Baja,Pict,QL,153
25,Botellas,Alta,Text,QL,153
8,Spam,Baja,Pict,QT,154
3,VIH,Alta,Pict,QT,154
14,Cancer,Baja,Text,QT,154
9,Botellas,Alta,Text,QT,154
25,Botellas,Alta,Text,QL,155
19,VIH,Alta,Pict,QL,155
30,Cancer,Baja,Text,QL,155
24,Spam,Baja,Pict,QL,155
4,Spam,Alta,Pict,QT,156
14,Cancer,Baja,Text,QT,156
7,VIH,Baja,Pict,QT,156
9,Botellas,Alta,Text,QT,156
20,Spam,Alta,Pict,QL,157
26,Cancer,Alta,Text,QL,157
29,Botellas,Baja,Text,QL,157
23,VIH,Baja,Pict,QL,157
8,Spam,Baja,Pict,QT,158
11,VIH,Alta,Text,QT,158
13,Botellas,Baja,Text,QT,158
2,Cancer,Alta,Pict,QT,158
18,Cancer,Alta,Pict,QL,159
24,Spam,Baja,Pict,QL,159
25,Botellas,Alta,Text,QL,159
31,VIH,Baja,Text,QL,159
4,Spam,Alta,Pict,QT,160
11,VIH,Alta,Text,QT,160
6,Cancer,Baja,Pict,QT,160
13,Botellas,Baja,Text,QT,160
19,VIH,Alta,Pict,QL,161
22,Cancer,Baja,Pict,QL,161
28,Spam,Alta,Text,QL,161
29,Botellas,Baja,Text,QL,161
9,Botellas,Alta,Text,QT,162
4,Spam,Alta,Pict,QT,162
6,Cancer,Baja,Pict,QT,162
15,VIH,Baja,Text,QT,162
28,Spam,Alta,Text,QL,163
30,Cancer,Baja,Text,QL,163
19,VIH,Alta,Pict,QL,163
21,Botellas,Baja,Pict,QL,163
3,VIH,Alta,Pict,QT,164
8,Spam,Baja,Pict,QT,164
9,Botellas,Alta,Text,QT,164
14,Cancer,Baja,Text,QT,164
17,Botellas,Alta,Pict,QL,165
27,VIH,Alta,Text,QL,165
30,Cancer,Baja,Text,QL,165
24,Spam,Baja,Pict,QL,165
1,Botellas,Alta,Pict,QT,166
12,Spam,Alta,Text,QT,166
6,Cancer,Baja,Pict,QT,166
15,VIH,Baja,Text,QT,166
31,VIH,Baja,Text,QL,167
24,Spam,Baja,Pict,QL,167
25,Botellas,Alta,Text,QL,167
18,Cancer,Alta,Pict,QL,167
4,Spam,Alta,Pict,QT,168
14,Cancer,Baja,Text,QT,168
9,Botellas,Alta,Text,QT,168
7,VIH,Baja,Pict,QT,168
20,Spam,Alta,Pict,QL,169
27,VIH,Alta,Text,QL,169
29,Botellas,Baja,Text,QL,169
22,Cancer,Baja,Pict,QL,169
11,VIH,Alta,Text,QT,170
6,Cancer,Baja,Pict,QT,170
13,Botellas,Baja,Text,QT,170
4,Spam,Alta,Pict,QT,170
25,Botellas,Alta,Text,QL,171
20,Spam,Alta,Pict,QL,171
30,Cancer,Baja,Text,QL,171
23,VIH,Baja,Pict,QL,171
3,VIH,Alta,Pict,QT,172
12,Spam,Alta,Text,QT,172
6,Cancer,Baja,Pict,QT,172
13,Botellas,Baja,Text,QT,172
30,Cancer,Baja,Text,QL,173
23,VIH,Baja,Pict,QL,173
28,Spam,Alta,Text,QL,173
17,Botellas,Alta,Pict,QL,173
10,Cancer,Alta,Text,QT,174
4,Spam,Alta,Pict,QT,174
15,VIH,Baja,Text,QT,174
5,Botellas,Baja,Pict,QT,174
18,Cancer,Alta,Pict,QL,175
23,VIH,Baja,Pict,QL,175
28,Spam,Alta,Text,QL,175
29,Botellas,Baja,Text,QL,175
3,VIH,Alta,Pict,QT,176
9,Botellas,Alta,Text,QT,176
16,Spam,Baja,Text,QT,176
6,Cancer,Baja,Pict,QT,176
21,Botellas,Baja,Pict,QL,177
27,VIH,Alta,Text,QL,177
18,Cancer,Alta,Pict,QL,177
32,Spam,Baja,Text,QL,177
10,Cancer,Alta,Text,QT,178
8,Spam,Baja,Pict,QT,178
3,VIH,Alta,Pict,QT,178
13,Botellas,Baja,Text,QT,178
20,Spam,Alta,Pict,QL,179
26,Cancer,Alta,Text,QL,179
29,Botellas,Baja,Text,QL,179
23,VIH,Baja,Pict,QL,179
2,Cancer,Alta,Pict,QT,180
9,Botellas,Alta,Text,QT,180
7,VIH,Baja,Pict,QT,180
16,Spam,Baja,Text,QT,180
20,Spam,Alta,Pict,QL,181
31,VIH,Baja,Text,QL,181
25,Botellas,Alta,Text,QL,181
22,Cancer,Baja,Pict,QL,181
12,Spam,Alta,Text,QT,182
14,Cancer,Baja,Text,QT,182
5,Botellas,Baja,Pict,QT,182
3,VIH,Alta,Pict,QT,182
22,Cancer,Baja,Pict,QL,183
28,Spam,Alta,Text,QL,183
29,Botellas,Baja,Text,QL,183
19,VIH,Alta,Pict,QL,183
2,Cancer,Alta,Pict,QT,184
15,VIH,Baja,Text,QT,184
